# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 22:00:37 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5889,9474483,K04697.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.512583041,2.5530000e-06,-2.5530000e-06,131.7757100,4.560000e-03,-4.560000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.463410,46.011230,15.484
5890,10663738,K04698.01,,CANDIDATE,CANDIDATE,,0,0,0,0,8.527589400,1.0230000e-04,-1.0230000e-04,137.2755000,1.220000e-02,-1.220000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.127440,47.938801,14.765
5891,7891294,K04699.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.077141950,4.1800000e-05,-4.1800000e-05,133.4849000,1.030000e-02,-1.030000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.887970,43.649811,12.889
5892,9413156,K04700.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.834883540,3.3740000e-05,-3.3740000e-05,135.0870100,7.130000e-03,-7.130000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.361450,45.914841,15.972
5893,9413156,K04700.02,,CANDIDATE,CANDIDATE,,0,0,0,0,66.477620000,1.1340000e-03,-1.1340000e-03,184.2673000,1.370000e-02,-1.370000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.361450,45.914841,15.972
5894,8625732,K04701.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,31.971810000,1.5690000e-03,-1.5690000e-03,133.8728000,3.850000e-02,-3.850000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.148040,44.704140,14.817
5895,2831251,K04702.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,5.812898430,9.6800000e-05,-9.6800000e-05,131.5613000,1.340000e-02,-1.340000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.567470,38.040691,14.510
5896,6359175,K04703.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,349.037030000,3.2610000e-02,-3.2610000e-02,331.8869000,6.520000e-02,-6.520000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.164180,41.782631,15.499
5897,8104207,K04704.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,177.813500000,1.0110000e-02,-1.0110000e-02,205.1936000,2.760000e-02,-2.760000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.127620,43.975128,15.234
5898,5642688,K04705.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.473324500,1.0180000e-05,-1.0180000e-05,132.8559900,5.970000e-03,-5.970000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.602360,40.803219,15.078
5899,10026502,K04706.01,Kepler-1620 b,CONFIRMED,CANDIDATE,,0,0,0,0,101.952048000,1.7330000e-03,-1.7330000e-03,206.3499000,1.470000e-02,-1.470000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.270870,46.928421,13.658
5900,4680772,K04707.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,26.190289000,2.6190000e-04,-2.6190000e-04,143.2208900,9.650000e-03,-9.650000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.778990,39.776001,11.660
5901,8110733,K04708.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,203.511886000,2.4670000e-03,-2.4670000e-03,329.4945000,1.040000e-02,-1.040000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.176210,43.931751,12.341
5902,2303903,K04709.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.708585950,2.2600000e-05,-2.2600000e-05,134.4730800,5.260000e-03,-5.260000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.642940,37.632408,15.947
5903,9278216,K04710.01,,CANDIDATE,CANDIDATE,,0,0,0,0,9.452772100,1.3630000e-04,-1.3630000e-04,135.7805000,1.050000e-02,-1.050000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.737700,45.725368,15.580
5904,8355131,K04711.01,,CANDIDATE,CANDIDATE,,0,0,0,0,4.363831300,3.3890000e-05,-3.3890000e-05,135.3377200,6.700000e-03,-6.700000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.507660,44.314240,15.642
5905,4374610,K04712.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,1.444384490,1.5070000e-05,-1.5070000e-05,132.7564500,7.400000e-03,-7.400000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.041750,39.457371,14.815
5906,5253802,K04713.01,,CANDIDATE,CANDIDATE,,0,0,0,0,8.796316600,1.0730000e-04,-1.0730000e-04,134.3262000,1.020000e-02,-1.020000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.838840,40.421974,13.641
5907,12554634,K04714.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.049602348,8.7930000e-06,-8.7930000e-06,132.3263900,3.460000e-03,-3.460000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.181490,51.562538,15.277
5908,6264750,K04715.01,,CANDIDATE,CANDIDATE,,0,0,0,0,53.285584000,1.1120000e-03,-1.1120000e-03,172.2970000,1.700000e-02,-1.700000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.572690,41.695728,13.980
5909,11290515,K04716.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.894333800,5.9730000e-05,-5.9730000e-05,134.1069200,8.220000e-03,-8.220000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.344880,49.021938,12.322
5910,11290515,K04716.02,,CANDIDATE,CANDIDATE,,0,0,0,0,12.267083060,,,141.2841427,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.344880,49.021938,12.322
5911,4902202,K04717.01,,CANDIDATE,CANDIDATE,,0,0,0,0,216.456055000,5.2920000e-03,-5.2920000e-03,175.3753000,1.930000e-02,-1.930000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.693510,40.018021,15.580
5912,7282042,K04718.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.566803216,4.5370000e-06,-4.5370000e-06,131.8098200,9.100000e-03,-9.100000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.787960,42.834099,13.449
5913,7523542,K04719.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,365.139810000,1.6200000e-02,-1.6200000e-02,156.6413000,2.280000e-02,-2.280000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.512510,43.101280,14.934
5914,3109937,K04720.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,37.809539000,1.3790000e-03,-1.3790000e-03,158.4002000,3.290000e-02,-3.290000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.778260,38.262741,15.752
5915,9386171,K04721.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,381.186540000,3.4190000e-02,-3.4190000e-02,136.2434000,3.560000e-02,-3.560000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.247620,45.930779,15.845
5916,6593734,K04722.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.586757460,1.6370000e-06,-1.6370000e-06,131.7542400,2.470000e-03,-2.470000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.828770,42.061642,15.509
5917,9711297,K04723.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,373.748560000,3.6200000e-02,-3.6200000e-02,305.2558000,4.960000e-02,-4.960000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.262910,46.430641,15.642
5918,8395860,K04724.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,20.882207900,7.1810000e-04,-7.1810000e-04,151.6953000,3.100000e-02,-3.100000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.928800,44.356293,14.945
5919,7778621,K04725.01,Kepler-1967 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.281713950,2.9140000e-05,-2.9140000e-05,137.3008500,3.210000e-03,-3.210000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.137790,43.498638,13.367
5920,5956354,K04726.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,8.038669900,1.1360000e-04,-1.1360000e-04,135.3098000,1.230000e-02,-1.230000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.517850,41.238762,14.999
5921,8377197,K04727.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.215181097,6.1730000e-06,-6.1730000e-06,131.5090400,4.130000e-03,-4.130000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.854980,44.301601,13.516
5922,6137779,K04728.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,21.532491500,2.1890000e-04,-2.1890000e-04,131.8774900,7.500000e-03,-7.500000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.857820,41.415691,13.410
5923,11913072,K04729.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,3.747795830,4.5260000e-05,-4.5260000e-05,134.2022000,1.160000e-02,-1.160000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.061430,50.226940,14.416
5924,8752940,K04730.01,,CANDIDATE,CANDIDATE,,0,0,0,0,9.078291710,4.6190000e-05,-4.6190000e-05,138.2593300,4.260000e-03,-4.260000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.588750,44.907509,14.383
5925,9083470,K04731.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.918422380,1.2410000e-05,-1.2410000e-05,131.5859000,1.220000e-02,-1.220000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.721680,45.439758,15.899
5926,7870282,K04732.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.580725004,2.5360000e-06,-2.5360000e-06,131.7330300,3.870000e-03,-3.870000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.172030,43.696510,15.236
5927,9021075,K04733.01,Kepler-1968 b,CONFIRMED,CANDIDATE,,0,0,0,0,7.281166670,7.7890000e-05,-7.7890000e-05,132.7518000,1.020000e-02,-1.020000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.508120,45.370159,15.993
5928,5783938,K04734.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,383.100170000,2.7890000e-02,-2.7890000e-02,286.3372000,3.220000e-02,-3.220000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.610750,41.019489,15.339
5929,11338056,K04735.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.879983340,2.4270000e-05,-2.4270000e-05,131.4848500,5.680000e-03,-5.680000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.760930,49.141979,14.712
5930,5282477,K04736.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.992798625,1.4870000e-06,-1.4870000e-06,131.7088900,1.340000e-03,-1.340000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.947940,40.455818,15.040
5931,7266212,K04737.01,,CANDIDATE,CANDIDATE,,0,0,0,0,7.795340330,8.4420000e-05,-8.4420000e-05,138.0321600,7.980000e-03,-7.980000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.217290,42.860920,14.726
5932,6681546,K04738.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,186.722430000,3.1360000e-02,-3.1360000e-02,308.6018000,4.920000e-02,-4.920000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.748930,42.191738,15.085
5933,6421137,K04739.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,118.403900000,1.7250000e-01,-1.7250000e-01,195.1090000,5.200000e-01,-5.200000e-01,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,282.874730,41.836727,11.426
5934,9893278,K04740.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,182.281992000,5.9280000e-03,-5.9280000e-03,159.6829000,2.350000e-02,-2.350000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.853910,46.773750,15.405
5935,8129005,K04741.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,7.140311300,1.8720000e-04,-1.8720000e-04,137.9994000,2.120000e-02,-2.120000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.783870,43.962059,14.738
5936,4138008,K04742.01,Kepler-442 b,CONFIRMED,CANDIDATE,,0,0,0,0,112.303136000,1.7220000e-03,-1.7220000e-03,230.4383000,1.250000e-02,-1.250000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.366580,39.280079,14.976
5937,6468904,K04743.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,49.538726400,3.8040000e-04,-3.8040000e-04,132.5007200,6.820000e-03,-6.820000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.684020,41.831490,14.940
5938,5709906,K04744.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.391559660,5.7670000e-05,-5.7670000e-05,134.1211000,1.260000e-02,-1.260000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.174350,40.950809,13.773
5939,11757451,K04745.01,Kepler-443 b,CONFIRMED,CANDIDATE,,0,0,0,0,177.668663000,3.3150000e-03,-3.3150000e-03,264.2428000,1.340000e-02,-1.340000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.610530,49.968632,15.891
5940,2711597,K04746.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.980416850,4.9410000e-06,-4.9410000e-06,131.7832100,4.010000e-03,-4.010000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.124540,37.986511,14.484
5941,8047428,K04747.01,Kepler-1621 b,CONFIRMED,CANDIDATE,,0,0,0,0,92.263742000,2.6490000e-03,-2.6490000e-03,146.4247000,2.670000e-02,-2.670000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.588500,43.841221,15.015
5942,11513486,K04748.01,Kepler-1969 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.647544780,4.1410000e-05,-4.1410000e-05,137.1337100,5.170000e-03,-5.170000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.784330,49.492100,15.724
5943,6520519,K04749.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.976500730,1.0960000e-05,-1.0960000e-05,132.9562400,4.560000e-03,-4.560000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.211640,41.985600,15.608
5944,5308296,K04750.01,,CANDIDATE,CANDIDATE,,0,0,0,0,36.721576000,1.3050000e-03,-1.3050000e-03,151.2481000,2.300000e-02,-2.300000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.491880,40.472481,15.919
5945,9953575,K04751.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,362.694270000,1.6070000e-02,-1.6070000e-02,154.1124000,3.680000e-02,-3.680000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.785920,46.808411,14.730
5946,7887890,K04752.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,370.356390000,2.8180000e-02,-2.8180000e-02,425.9854000,4.050000e-02,-4.050000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.742710,43.604431,15.189
5947,4544628,K04753.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.729724346,6.0610000e-06,-6.0610000e-06,132.0427600,8.060000e-03,-8.060000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.901790,39.654411,12.546
5948,10291589,K04754.01,,CANDIDATE,CANDIDATE,,0,0,0,0,7.087574620,8.1320000e-05,-8.1320000e-05,138.2761400,9.320000e-03,-9.320000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.905270,47.336830,15.274
5949,10118266,K04755.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.743180050,1.6120000e-05,-1.6120000e-05,135.1381600,3.500000e-03,-3.500000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,280.665190,47.114059,14.924
5950,5695615,K04756.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.416930300,1.0990000e-04,-1.0990000e-04,133.7916000,1.550000e-02,-1.550000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.610570,40.924740,15.411
5951,7435780,K04757.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,0.933157032,5.5680000e-06,-5.5680000e-06,132.3598100,4.250000e-03,-4.250000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.975890,43.099178,15.013
5952,8938937,K04758.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,37.108345800,8.9950000e-04,-8.9950000e-04,166.2453000,1.810000e-02,-1.810000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.801850,45.216831,15.948
5953,7949593,K04759.01,,CANDIDATE,CANDIDATE,,0,0,0,0,17.766293800,2.6300000e-04,-2.6300000e-04,146.6886000,1.190000e-02,-1.190000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.773010,43.733910,14.971
5954,9474232,K04760.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,13.691783300,1.4930000e-04,-1.4930000e-04,133.7889800,7.380000e-03,-7.380000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.376040,46.047588,14.565
5955,3859151,K04761.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,25.956330000,2.2570000e-03,-2.2570000e-03,154.7054000,7.230000e-02,-7.230000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.761510,38.999210,14.876
5956,7098255,K04762.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.567225890,9.7330000e-05,-9.7330000e-05,132.2538500,7.160000e-03,-7.160000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.610080,42.687431,15.674
5957,8349399,K04763.01,,CANDIDATE,CANDIDATE,,0,0,0,0,56.446465000,1.2050000e-03,-1.2050000e-03,170.5900000,1.590000e-02,-1.590000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.382480,44.308231,14.046
5958,6043562,K04764.01,,CANDIDATE,CANDIDATE,,0,0,0,0,31.420211100,4.2580000e-04,-4.2580000e-04,132.7457000,1.180000e-02,-1.180000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.186460,41.328041,15.809
5959,10615440,K04765.01,Kepler-1622 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.811831700,1.2880000e-04,-1.2880000e-04,137.1342600,8.580000e-03,-8.580000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.328890,47.815472,13.385
5960,4919550,K04766.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.566766090,3.0350000e-05,-3.0350000e-05,132.4995600,4.520000e-03,-4.520000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.467560,40.056438,15.223
5961,4919550,K04766.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,2.452618410,2.1750000e-05,-2.1750000e-05,133.6087900,7.660000e-03,-7.660000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.467560,40.056438,15.223
5962,5802292,K04767.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.208528832,5.8760000e-06,-5.8760000e-06,131.9796300,4.690000e-03,-4.690000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.109590,41.075790,15.912
5963,10221505,K04768.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.436331330,8.7240000e-06,-8.7240000e-06,132.4269700,1.870000e-03,-1.870000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.789340,47.234531,15.710
5964,6116035,K04769.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,449.572740000,1.8500000e-02,-1.8500000e-02,153.3061000,2.060000e-02,-2.060000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.439060,41.492977,13.679
5965,8958359,K04770.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,245.059374000,5.4360000e-03,-5.4360000e-03,301.6780000,1.320000e-02,-1.320000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.818120,45.201530,12.854
5966,11658036,K04771.01,,CANDIDATE,CANDIDATE,,0,0,0,0,142.703888000,2.2660000e-03,-2.2660000e-03,212.0311000,1.030000e-02,-1.030000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.680730,49.745831,13.964
5967,8397947,K04772.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.380805370,3.2320000e-05,-3.2320000e-05,133.9484200,8.940000e-03,-8.940000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,301.578550,44.312180,15.514
5968,8397947,K04772.02,Kepler-1705 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.019471400,4.3340000e-04,-4.3340000e-04,139.9234000,3.790000e-02,-3.790000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,301.578550,44.312180,15.514
5969,8397947,K04772.03,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,39.093087500,8.8340000e-04,-8.8340000e-04,147.6774000,2.030000e-02,-2.030000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,301.578550,44.312180,15.514
